Overriding: seed = 4
Overriding: out_dir = ../../runs/seed-sweep/seed-4
Overriding: data_root = ../../data
tokens per iteration will be: 16,384
/Users/romello/code/sup-computer/projects/shakespeare/models/shakespeare-nanogpt-3/train.py:120: UserWarning: In MPS autocast, but the target dtype is not supported. Disabling autocast.
MPS Autocast only supports dtypes of torch.bfloat16, torch.float16 currently.
  ctx = nullcontext() if device_type == 'cpu' else torch.amp.autocast(device_type=device_type, dtype=ptdtype)
found vocab_size = 1024 (inside ../../data/shakespeare_xl_bpe1k/meta.pkl)
Initializing a new model from scratch
number of parameters: 11.02M
num decayed tensors: 25, non-decayed: 13
using fused AdamW: False
step 0: train loss 7.0010, val loss 6.9951
iter 0: loss 7.0006, time 170970.69ms, mfu -100.00%
iter 10: loss 6.2736, time 1306.77ms, mfu 0.29%
iter 20: loss 5.8662, time 1377.12ms, mfu 0.29%
iter 30: loss 5.5926, time 1325.01ms, mfu 0.29%
iter 40: loss 5.2843, time 1308.85ms, mfu 0.29%
iter 50: loss 4.9558, time 1267.15ms, mfu 0.29%
iter 60: loss 4.6872, time 1376.61ms, mfu 0.29%
iter 70: loss 4.4780, time 1320.36ms, mfu 0.29%
iter 80: loss 4.3021, time 1374.47ms, mfu 0.29%
iter 90: loss 4.2430, time 1308.15ms, mfu 0.29%
iter 100: loss 4.1487, time 1332.70ms, mfu 0.29%
iter 110: loss 4.0474, time 1335.52ms, mfu 0.29%
iter 120: loss 4.0399, time 1357.69ms, mfu 0.29%
iter 130: loss 3.9145, time 1321.86ms, mfu 0.29%
iter 140: loss 3.9038, time 1388.65ms, mfu 0.29%
iter 150: loss 3.8110, time 1421.54ms, mfu 0.29%
iter 160: loss 3.7711, time 1373.88ms, mfu 0.29%
iter 170: loss 3.7366, time 750.54ms, mfu 0.31%
iter 180: loss 3.6891, time 746.40ms, mfu 0.33%
iter 190: loss 3.7464, time 739.94ms, mfu 0.35%
iter 200: loss 3.6723, time 715.48ms, mfu 0.37%
iter 210: loss 3.6550, time 754.47ms, mfu 0.38%
iter 220: loss 3.6779, time 729.40ms, mfu 0.40%
iter 230: loss 3.5880, time 756.24ms, mfu 0.41%
iter 240: loss 3.5462, time 728.28ms, mfu 0.42%
iter 250: loss 3.5656, time 694.17ms, mfu 0.43%
iter 260: loss 3.4918, time 708.31ms, mfu 0.44%
iter 270: loss 3.4957, time 697.38ms, mfu 0.45%
iter 280: loss 3.5049, time 748.66ms, mfu 0.46%
iter 290: loss 3.3867, time 729.09ms, mfu 0.47%
iter 300: loss 3.4155, time 707.39ms, mfu 0.47%
iter 310: loss 3.3616, time 741.49ms, mfu 0.48%
iter 320: loss 3.3594, time 718.68ms, mfu 0.48%
iter 330: loss 3.3050, time 691.12ms, mfu 0.49%
iter 340: loss 3.3458, time 742.21ms, mfu 0.49%
iter 350: loss 3.3346, time 769.08ms, mfu 0.49%
iter 360: loss 3.2731, time 709.23ms, mfu 0.50%
iter 370: loss 3.3236, time 787.77ms, mfu 0.50%
iter 380: loss 3.3628, time 806.58ms, mfu 0.50%
iter 390: loss 3.2154, time 707.53ms, mfu 0.50%
iter 400: loss 3.2688, time 723.43ms, mfu 0.50%
iter 410: loss 3.2670, time 721.47ms, mfu 0.51%
iter 420: loss 3.1535, time 759.15ms, mfu 0.51%
iter 430: loss 3.2570, time 753.18ms, mfu 0.51%
iter 440: loss 3.1471, time 750.90ms, mfu 0.51%
iter 450: loss 3.1517, time 773.67ms, mfu 0.51%
iter 460: loss 3.1846, time 769.89ms, mfu 0.51%
iter 470: loss 3.1390, time 771.76ms, mfu 0.50%
iter 480: loss 3.1146, time 770.16ms, mfu 0.50%
iter 490: loss 3.1596, time 801.30ms, mfu 0.50%
step 500: train loss 2.9905, val loss 3.6332
saving checkpoint to ../../runs/seed-sweep/seed-4
iter 500: loss 3.0996, time 98049.59ms, mfu 0.45%
iter 510: loss 3.1617, time 783.22ms, mfu 0.46%
iter 520: loss 3.1034, time 807.56ms, mfu 0.46%
iter 530: loss 3.0709, time 770.61ms, mfu 0.46%
iter 540: loss 3.0355, time 820.50ms, mfu 0.46%
iter 550: loss 3.1067, time 771.68ms, mfu 0.47%
iter 560: loss 3.0581, time 834.68ms, mfu 0.47%
iter 570: loss 3.1394, time 783.60ms, mfu 0.47%
iter 580: loss 3.0923, time 814.52ms, mfu 0.47%
iter 590: loss 3.0709, time 804.01ms, mfu 0.47%
iter 600: loss 3.0799, time 771.33ms, mfu 0.47%
iter 610: loss 3.0436, time 784.53ms, mfu 0.47%
iter 620: loss 3.0051, time 808.41ms, mfu 0.47%
iter 630: loss 3.0658, time 780.69ms, mfu 0.48%
iter 640: loss 2.9804, time 841.11ms, mfu 0.47%
iter 650: loss 3.0293, time 754.54ms, mfu 0.48%
iter 660: loss 2.9517, time 759.45ms, mfu 0.48%
iter 670: loss 3.0336, time 730.33ms, mfu 0.48%
iter 680: loss 3.0012, time 764.32ms, mfu 0.49%
iter 690: loss 2.9656, time 751.21ms, mfu 0.49%
iter 700: loss 2.9704, time 764.00ms, mfu 0.49%
iter 710: loss 2.9976, time 788.04ms, mfu 0.49%
iter 720: loss 2.9369, time 751.77ms, mfu 0.49%
iter 730: loss 2.9537, time 764.24ms, mfu 0.49%
iter 740: loss 2.9168, time 804.13ms, mfu 0.49%
iter 750: loss 2.8723, time 804.89ms, mfu 0.49%
iter 760: loss 2.9443, time 790.31ms, mfu 0.49%
iter 770: loss 2.9183, time 807.30ms, mfu 0.49%
iter 780: loss 2.8843, time 777.34ms, mfu 0.49%
iter 790: loss 2.9405, time 803.63ms, mfu 0.49%
iter 800: loss 2.9877, time 790.28ms, mfu 0.49%
iter 810: loss 2.8756, time 769.58ms, mfu 0.49%
iter 820: loss 2.9302, time 764.98ms, mfu 0.49%
iter 830: loss 2.8806, time 778.05ms, mfu 0.49%
iter 840: loss 2.9139, time 783.70ms, mfu 0.49%
iter 850: loss 2.8934, time 765.96ms, mfu 0.49%
iter 860: loss 2.8245, time 759.01ms, mfu 0.49%
iter 870: loss 2.8467, time 732.45ms, mfu 0.50%
iter 880: loss 2.8958, time 727.49ms, mfu 0.50%
iter 890: loss 2.8445, time 743.40ms, mfu 0.50%
iter 900: loss 2.8576, time 766.06ms, mfu 0.50%
iter 910: loss 2.9023, time 774.26ms, mfu 0.50%
iter 920: loss 2.8260, time 1032.27ms, mfu 0.49%
iter 930: loss 2.7913, time 774.49ms, mfu 0.49%
iter 940: loss 2.8311, time 804.84ms, mfu 0.49%
iter 950: loss 2.7651, time 798.53ms, mfu 0.49%
iter 960: loss 2.7922, time 806.81ms, mfu 0.49%
iter 970: loss 2.8524, time 776.12ms, mfu 0.49%
iter 980: loss 2.7747, time 840.98ms, mfu 0.48%
iter 990: loss 2.8221, time 794.93ms, mfu 0.48%
step 1000: train loss 2.6649, val loss 3.3972
saving checkpoint to ../../runs/seed-sweep/seed-4
iter 1000: loss 2.7988, time 99044.38ms, mfu 0.44%
iter 1010: loss 2.8021, time 872.03ms, mfu 0.44%
iter 1020: loss 2.8089, time 896.75ms, mfu 0.44%
iter 1030: loss 2.7698, time 978.93ms, mfu 0.43%
iter 1040: loss 2.8350, time 934.99ms, mfu 0.43%
