Overriding: seed = 6
Overriding: out_dir = ../../runs/seed-sweep/seed-6
Overriding: data_root = ../../data
tokens per iteration will be: 16,384
/Users/romello/code/sup-computer/projects/shakespeare/models/shakespeare-nanogpt-3/train.py:120: UserWarning: In MPS autocast, but the target dtype is not supported. Disabling autocast.
MPS Autocast only supports dtypes of torch.bfloat16, torch.float16 currently.
  ctx = nullcontext() if device_type == 'cpu' else torch.amp.autocast(device_type=device_type, dtype=ptdtype)
found vocab_size = 1024 (inside ../../data/shakespeare_xl_bpe1k/meta.pkl)
Initializing a new model from scratch
number of parameters: 11.02M
num decayed tensors: 25, non-decayed: 13
using fused AdamW: False
step 0: train loss 6.9980, val loss 7.0085
iter 0: loss 6.9982, time 80740.06ms, mfu -100.00%
iter 10: loss 6.2327, time 456.66ms, mfu 0.84%
iter 20: loss 5.9563, time 469.16ms, mfu 0.84%
iter 30: loss 5.5612, time 508.30ms, mfu 0.83%
iter 40: loss 5.1872, time 474.76ms, mfu 0.83%
iter 50: loss 4.9666, time 594.97ms, mfu 0.81%
iter 60: loss 4.6750, time 477.38ms, mfu 0.81%
iter 70: loss 4.5199, time 461.90ms, mfu 0.81%
iter 80: loss 4.3194, time 683.79ms, mfu 0.79%
iter 90: loss 4.2970, time 482.41ms, mfu 0.79%
iter 100: loss 4.1917, time 790.84ms, mfu 0.76%
iter 110: loss 4.0033, time 759.33ms, mfu 0.73%
iter 120: loss 3.9643, time 472.99ms, mfu 0.74%
iter 130: loss 3.9389, time 672.16ms, mfu 0.72%
iter 140: loss 3.8433, time 483.87ms, mfu 0.73%
iter 150: loss 3.8237, time 466.68ms, mfu 0.74%
iter 160: loss 3.8057, time 492.85ms, mfu 0.74%
iter 170: loss 3.7265, time 511.87ms, mfu 0.74%
iter 180: loss 3.6617, time 740.16ms, mfu 0.72%
iter 190: loss 3.6866, time 786.84ms, mfu 0.70%
iter 200: loss 3.6144, time 782.90ms, mfu 0.68%
iter 210: loss 3.6688, time 759.76ms, mfu 0.66%
iter 220: loss 3.5552, time 812.81ms, mfu 0.64%
iter 230: loss 3.5648, time 784.28ms, mfu 0.63%
iter 240: loss 3.6648, time 787.21ms, mfu 0.61%
iter 250: loss 3.5037, time 784.56ms, mfu 0.60%
iter 260: loss 3.4699, time 751.74ms, mfu 0.59%
iter 270: loss 3.4725, time 802.79ms, mfu 0.58%
iter 280: loss 3.4894, time 791.22ms, mfu 0.57%
iter 290: loss 3.4965, time 600.12ms, mfu 0.58%
iter 300: loss 3.4220, time 786.04ms, mfu 0.57%
iter 310: loss 3.3926, time 763.15ms, mfu 0.56%
iter 320: loss 3.3814, time 779.42ms, mfu 0.56%
iter 330: loss 3.3726, time 814.00ms, mfu 0.55%
iter 340: loss 3.3431, time 808.68ms, mfu 0.54%
iter 350: loss 3.3114, time 740.59ms, mfu 0.54%
iter 360: loss 3.2729, time 810.06ms, mfu 0.53%
iter 370: loss 3.2846, time 842.67ms, mfu 0.52%
